# =========================================
# Summary of Simulation Results (Bicycle Trajectories)
# Generated on: 2025-08-31 16:14:04
# Step length: 0.1 seconds
# =========================================
#
# -----------------------------------------
# Units explanation:
# -----------------------------------------
# time_step: current simulation time step
# x_coord, y_coord: UTM coordinates in meters (EPSG:32632)
# speed: meters per second (m/s)
# angle: degrees (0-360, clockwise from north)
# acceleration: meters per second squared (m/s^2)
# lateral_speed: meters per  second (m/s)
# slope: road gradient in degrees
# distance: cumulative distance traveled in meters
# lane_position: ...
# is_detected: if bicycle is detected by any observer (0: no, 1: yes)
# detecting_observers: list of observer IDs that detected the bicycle
# in_test_area: if bicycle is in test area (0: no, 1: yes)
# next_tl_id: ID of the next traffic light on the route
# next_tl_distance: distance to the next traffic light in meters
# next_tl_state: current state of the relevant signal (r/y/g/G)
# next_tl_index: index of the relevant signal within the traffic light
# -----------------------------------------

time_step,vehicle_id,vehicle_type,x_coord,y_coord,speed,angle,acceleration,lateral_speed,slope,distance,route_id,lane_id,edge_id,lane_position,lane_index,is_detected,detecting_observers,in_test_area,next_tl_id,next_tl_distance,next_tl_state,next_tl_index
33,vehicle_1,DEFAULT_BIKETYPE,691061.1684378909,5336020.602073795,3.245671193535693,21.353532898485593,0.9396540534216902,0.0,0.0,5.710070753129275,!vehicle_1!var#1,51476080#4_1,51476080#4,7.4100707531292755,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,105.27992924687072,g,20
34,vehicle_1,DEFAULT_BIKETYPE,691061.2900449157,5336020.9131206665,3.339401145657778,21.353532898481802,0.937299521220849,0.0,0.0,6.044010867695053,!vehicle_1!var#1,51476080#4_1,51476080#4,7.744010867695053,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,104.94598913230496,g,20
35,vehicle_1,DEFAULT_BIKETYPE,691061.4155736611,5336021.234198527,3.4470939202152864,21.353532898481802,1.0769277455750847,0.0,0.0,6.388720259716581,!vehicle_1!var#1,51476080#4_1,51476080#4,8.088720259716581,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,104.60127974028342,g,20
36,vehicle_1,DEFAULT_BIKETYPE,691061.544049954,5336021.562815633,3.5280353235930875,21.353532898485593,0.8094140337780109,0.0,0.0,6.741523792075889,!vehicle_1!var#1,51476080#4_1,51476080#4,8.44152379207589,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,104.24847620792411,g,20
37,vehicle_1,DEFAULT_BIKETYPE,691061.6749079463,5336021.8975246595,3.593438200951807,21.353532898481802,0.6540287735871964,0.0,0.0,7.100867612171069,!vehicle_1!var#1,51476080#4_1,51476080#4,8.80086761217107,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,103.88913238782894,g,20
38,vehicle_1,DEFAULT_BIKETYPE,691061.8083690752,5336022.238891998,3.664921895844184,21.353532898485593,0.7148369489237671,0.0,0.0,7.467359801755488,!vehicle_1!var#1,51476080#4_1,51476080#4,9.167359801755488,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,103.52264019824452,g,20
39,vehicle_1,DEFAULT_BIKETYPE,691061.9456777225,5336022.5901005315,3.770577014890753,21.353532898485593,1.056551190465691,0.0,0.0,7.844417503244563,!vehicle_1!var#1,51476080#4_1,51476080#4,9.544417503244564,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,103.14558249675544,g,20
40,vehicle_1,DEFAULT_BIKETYPE,691062.0866653395,5336022.950719149,3.8716037241753862,21.353532898485593,1.010267092846333,0.0,0.0,8.2315778756621,!vehicle_1!var#1,51476080#4_1,51476080#4,9.931577875662102,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,102.7584221243379,g,20
41,vehicle_1,DEFAULT_BIKETYPE,691062.2319778687,5336023.32240004,3.9903683796443716,21.353532898481802,1.187646554689854,0.0,0.0,8.630614713626539,!vehicle_1!var#1,51476080#4_1,51476080#4,10.33061471362654,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,102.35938528637345,g,20
42,vehicle_1,DEFAULT_BIKETYPE,691062.3809251633,5336023.703377947,4.090181190419264,21.353532898485593,0.9981281077489212,0.0,0.0,9.039632832668467,!vehicle_1!var#1,51476080#4_1,51476080#4,10.739632832668466,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,101.95036716733154,g,20
